author_name,author_url,original_language,rating,relative_time_description,text,time,translated,place_id
Yoko Murray,https://www.google.com/maps/contrib/107121525147227433783/reviews,en,5,5 months ago,"We had a great time at the vineyards. The owners Mr and Mrs Fitzpatrick, were very friendly and took their time explaining how everything works. The dog, Amber, was super friendly. BEST WINE EVER.!!",1652647319,False,ChIJtZ1VYr0BwVQRlCSl7t89XiQ
Timothy Smith,https://www.google.com/maps/contrib/101852444213267376293/reviews,en,5,5 years ago,Excellent Tasting Room!! A must stop on your Walla Walla wine tour.  Every Vital purchase helps the industry.,1493504406,False,ChIJX3N-is1DolQR3QBhGXhXRfA
What to do in Southern Oregon,https://www.google.com/maps/contrib/107462067074954507837/reviews,en,5,a year ago,We happened to stop in for some wine tasting the same day as their wine club pick up and were able to partake in a fun pairing.  Six wines paired with small bites they prepacked lunch bag style!  Staff was friendly and they have a beautiful outdoor patio with gorgeous views! We will definitely visit again!,1613961819,False,ChIJb2D4NdIZxFQRQYY35CayE9I
Alan,https://www.google.com/maps/contrib/116727178540042421704/reviews,en,5,2 years ago,Had heard good things about the wine. Ordered some Pinot and Syrah. Very good quality!. Highly recommend.,1585702831,False,ChIJUa7JFuU8lVQREp7TUm_IIME
Jackson Bain,https://www.google.com/maps/contrib/102009535047024239905/reviews,en,5,a month ago,Easily my favorite winery in the valley. The 2017 Pinot is just absolutely amazing. The 2021 is so delicious.. you can’t go wrong here. Wonderful folk .,1664501936,False,ChIJRfynz7YGlVQRmNnm25Qmdao
Todd Sempel,https://www.google.com/maps/contrib/102684298963261276592/reviews,en,5,4 months ago,"Amazing red wines! Pinot, Merlot, Syrah and the Tempranillo are awesome. By far best Pinot Noir producer on the West coast.",1655324217,False,ChIJL-XgA62v6lQRLyLejKbgWxw
Barbara Johnson,https://www.google.com/maps/contrib/107141635638348916888/reviews,en,2,4 years ago,"While my Daughter was visiting from out of state, we went wine tasting a few days.  We visited some really unique vineyards, tasted some great wine, and had a lot of fun!   Between the two of us, we spent quite a bit on wine that we liked the most.

This was the ONLY place that we visited that charged us both for the tasting fee, and the wine that we purchased.  All of the others, (16 purchases) waived the tasting fee.

This happened last year at a different vineyard, and we WON'T re-visit either of the two vineyards because of this, even tho the wine was good.",1531250892,False,ChIJ0X9UQFoXwFQRinOBT3psfNM
Daniel Kraft,https://www.google.com/maps/contrib/113666639372537822937/reviews,en,5,4 years ago,Amazing grapes,1526512904,False,ChIJ0eUuQHhRlVQRARsCNSh7sGQ
Ross Turner,https://www.google.com/maps/contrib/108618274318289610501/reviews,en,5,2 months ago,Dalicia (really sorry if I spelled this wrong!) Was very friendly and knowledgeable. Great personal experience and excellent variety of wines.,1660609841,False,ChIJB_EXK28OllQRM1bD3Njjbm8
Emma Smith,https://www.google.com/maps/contrib/109624373304510988566/reviews,en,5,7 months ago,"Rebecca and Fizzy the doggo are the best duo. Deliciously yummy wine and the location, views and people are lovely. Rebecca seriously knows her wine and is a true wine expert. 10/10 recommend visiting!!",1649380197,False,ChIJA1bMEThHlVQROhg2IK1M96g
Alan,https://www.google.com/maps/contrib/116727178540042421704/reviews,en,5,2 weeks ago,"Outstanding facility, excellent service (Megan, Jesse Lange). Above all, the wines are world class! Don Lange is always willing to stop and talk about anything you want. Did I mention great wine?",1666045690,False,ChIJRafqU_BAlVQRTwJ8fNSq-tk
Scott Malone,https://www.google.com/maps/contrib/107625420052324022168/reviews,en,5,a year ago,"Great wines, fantastic staff and grounds that will make everyone happy.  With a variety at wines available everyone can find a glass they will love and a spot on the property to enjoy. Shuffle board , darts , horseshoes to a cozy gazebo ..... definitely worth the visit.",1621626360,False,ChIJNziyq8N2z1QRiFY5u5VT9Jw
Aaron Doerr,https://www.google.com/maps/contrib/116137852372721371368/reviews,en,5,3 years ago,Beautiful rolling hills surround this gem of a vineyard,1543425285,False,ChIJ7cZV901qlVQR512cTmU2Nik
Tarah Olson,https://www.google.com/maps/contrib/111328470856420089185/reviews,en,5,5 months ago,Such a beautiful location! The wine was delicious and flavorful! Everything was AMAZING! Will definitely recommend and will come back!,1654375031,False,ChIJg_P1G49MlVQRGBGVd5SC3f4
scott miller,https://www.google.com/maps/contrib/105178858339968694830/reviews,en,5,in the last week,"I absolutely loved this small family run vineyard. If you're looking for a good local Pinot at a fair price and don't mind skipping the tasting experience, this is it. 🍷",1667051443,False,ChIJd78D_eZqlVQRoYf_SKUbpXs
Jessica Christison,https://www.google.com/maps/contrib/116522004355140338841/reviews,en,5,2 weeks ago,Beautiful venue and wonderful staff. I would highly recommend this location for any event!,1666232601,False,ChIJQXGa_Cim6lQRoD1BfVCUv2g
Pat Harding,https://www.google.com/maps/contrib/103889518221043483461/reviews,en,5,3 years ago,"Superb quality, product, knowledge.  Try it , you will anxiously  await your next experience",1558570084,False,ChIJAQAcT5FBolQR0X-6RLStHik
John Woodmansee,https://www.google.com/maps/contrib/100137161809991556641/reviews,en,5,4 years ago,They have fabulous wines. And the hospitality is beyond any other winery we visited. Will definitely return here.,1525898274,False,ChIJ0aggqXNqolQRK1KnF6q0JYs
Kristi fuller,https://www.google.com/maps/contrib/109090155096558517316/reviews,en,5,3 years ago,"Great wine tasting experience!  Knowledgeable and so much fun, not to mention great wine!",1553989549,False,ChIJ9xlEJNVfkVQRXrzX3lwndRU
Daja Phillips,https://www.google.com/maps/contrib/103255856888689634013/reviews,en,5,3 weeks ago,A wide variety of very drinkingable wines. Try the Chardonnay and the Tempranillo. They are excellent! Dog friendly and a gorgeous new deck with expansive views of the valley,1665623855,False,ChIJFS-qzGUMz1QRNmJrtKO9_pE
Nyssa delos Santos,https://www.google.com/maps/contrib/102337689548217829074/reviews,en,5,3 months ago,Amazing customized experience here. Had an amazing time wine tasting here for my bachelorette weekend. Customer service was first class and their wines were fantastic.,1658857763,False,ChIJ6wvtQJlDolQRo3mXMMFK8MU
Paul Nash,https://www.google.com/maps/contrib/117070659286002408256/reviews,en,5,a year ago,Always one of our favorites. Wonderful wines and delightful staff. Recently they've built a really nice shaded porch area for outdoor tastings that makes things even nicer.,1625707909,False,ChIJb41YSLE_lVQRF1Z6xdX1EUA
Michelle Woodbury,https://www.google.com/maps/contrib/105025917603770898077/reviews,en,4,a year ago,"Highly recommend checking this place out.  Beautiful grounds including two outdoor patios that are open on the weekends (one open during the week) and an indoor tasting area. Love that they are an estate winery so every wine you taste is grown by them.

One downside was that our table on the patio was right next to the pick up spot for the wine club members so there were about 10 cars or so that pulled up (most left running) next to us while we were at our tasting, which the car noise and exhaust was just not the vibe we had expected (felt like we were sitting IN the parking lot) so that detracted slightly from the experience.

The provisions platter (aka charcuterie board) was amazing. Came with three substantial portions of cheese, three meats, many accompaniments and they even offered gluten free crackers! Was not expecting that but was so grateful.

The weather got a little warm during our tasting and our server mentioned that the red wines weren't best served outdoors in the heat, which made us feel like we may not have been getting the optimal experience, however all the wines were exceptional and I definitely recommend checking it out.",1630904129,False,ChIJYUZE8AI9lVQRTAz6NWyDEk0
Caroline McMeekin,https://www.google.com/maps/contrib/107082324068325825993/reviews,en,5,2 years ago,"Our favorite winery in Willamette Valley. Our host was extremely gracious- giving us extra tastings at no charge- and spent time educating us on the vineyard's history and wines. The pinots are fantastic, as well as the Pinot Gris and Chardonnay! You should absolutely make a trip here if you're planning a wine trip in Oregon, or are just in the area.",1601162039,False,ChIJgflueyBBlVQRjvQePp_Yts4
Brendy Velasquez,https://www.google.com/maps/contrib/114093301427735262540/reviews,en,5,a year ago,"Our tour and tasting with Eric was great! Highly recommend to do a tour if you have the time, it was so fun. The cheese and charcuterie provided was exceptional. Wine was so great we ordered a case! And the views are amazing!",1633371182,False,ChIJdd4A2-g-lVQRZln_CrWkt1A
Jason Smith,https://www.google.com/maps/contrib/115995785448709139881/reviews,en,4,8 months ago,"This was a good stop as we were staying at Black Walnut Inn, which is a short quarter mile drive or walk.
The location is quaint and not sure about hosting large parties but we were the only visitors during our stay. The hostess was nice and provided us with chocolates from a chef's tasting the night before that paired well with the wines we tasted.
If you can sit outside, the view is spectacular.
The wine was good and the prices fair.",1645654725,False,ChIJITEeP-RAlVQRXFBixbMv9yE
Abel Chavez ortiz,https://www.google.com/maps/contrib/108844598286080836390/reviews,,5,9 months ago,,1644176978,False,ChIJDyZ86Giv6lQRLqRyDloP0sA
beth kais,https://www.google.com/maps/contrib/117786429598734808162/reviews,en,5,a month ago,"Fantastic setting with spectacular wines.  I forgot they also serve great food - flatbreads, salad nicoise, pork rillette - yum!  Their Pasxa is one of our favorite wines but today the white Lip Stinger, Rhone blend and Tempranillo way surprised on the up side and convinced us to join their club (plus 2 Pasxa).  Many thanks to the great staff!",1663798224,False,ChIJ4WlwqmlqolQRkTya0vWcIJo
Julie Wood,https://www.google.com/maps/contrib/101776793857947133882/reviews,en,5,2 months ago,Amazing detail just like the best wineries around top noch service and very professional servers. The wine is very good,1661039356,False,ChIJrWcAWigBwFQRpNXuw3xLJok
John Massi,https://www.google.com/maps/contrib/111982620278455771820/reviews,en,5,2 months ago,"100% the best vineyard to visit. They wine and dine you, the owner talks with you, and they cater to you like you're royalty.",1660442023,False,ChIJHS4R2bRDolQRmcn4y57rjdI
Mike Mitchell,https://www.google.com/maps/contrib/102739268468742041529/reviews,en,5,7 months ago,"Obviously a skilled wine maker, they had 10 great wines with food pairings and wonderful service. Don't pass Lyle without stopping in.",1647211569,False,ChIJ06YF9-0ZllQRVNyo-yacRsE
Todd Millang,https://www.google.com/maps/contrib/114842594280177028039/reviews,en,5,6 months ago,Beautiful views overlooking Walla Walla Valley and surrounded by World Class Vineyards,1651106419,False,ChIJWZoKZptcolQRivJ_FWLxv-8
Jeff Bennett,https://www.google.com/maps/contrib/104647965262308515897/reviews,en,5,a year ago,Amazing wine and view!,1635638335,False,ChIJXdoViGNUlVQR6tp-MEDXnNU
Aishwarya S,https://www.google.com/maps/contrib/108226059081117785495/reviews,en,5,a year ago,"What can I say, except I’m grateful for this place. We had a fabulous time. We went for sunset, drank wine and beer flights, had amazing pizza, and enjoyed the view of the mountain during sunset. The people at this winery were so welcoming and happy to help. After they closed down, we were allowed to spend time in the field until sun went down and we had so much fun that evening. It was hands down the best evening of the trip. A good place, with good vibe and good people always lead to happy memories to cherish forever. Don’t miss this!",1625682416,False,ChIJXSTLXEH9lVQRtUsfz9kHtr4
Rachel Warren,https://www.google.com/maps/contrib/118094875368317973590/reviews,en,1,4 years ago,"I never write reviews but I was disappointed with the way my family was treated when we arrived at Castillo de Feliciana. My mother is handicapped and is bound to a scooter and we arrived we noticed there were no marked disabled parking spaces and the only parking spaces near entrances did not have a ramp but a small stair. We elected to park in the front so my mom could use her scooter and enter the winery at an entrance that had a small ramp. It was incredibly difficult for her to enter as the parking lot is gravel. However, we made it in and were immediately greeted very rudely being told that we needed to move our car. The rude woman who was working stated that other customers wouldn't be able to enter, which they could, our car was not blocking ANY entrances. They only thing it was blocking was her view out the window. She then suggested we park next to the entrance with the stair (NOT A RAMP) when I reminded her that it was easier for my mother to get in and out on the side with the ramp that did not have a parking spot. Another lovely woman provided the tasting for us and was incredibly kind. I think she could tell that her coworker was being rude, or has had to deal with her attitude in the past. Regardless, I will not be back to this winery due to their lack of consideration for disabled persons. The way we were treated here put a damper on the celebration of my parents 42nd wedding anniversary.",1537204286,False,ChIJafwAAksMkFQRytLZTHt0jxE
Madison Roszak,https://www.google.com/maps/contrib/116023154988632429908/reviews,en,5,a year ago,"I had such a wonderful time at left coast estate! Thank you, Sue, for taking such great care of us! We ordered flights which was very fun. I'm usually a red wine drinker but the whites were not too sweet so I enjoyed them more than usual. The highlight, though, was the queen bee bubbly! There's some sort of process with their own bees that feeds the yeast that are little balls on the bottom. I think, I don't really remember the science, but it was freakin' amazing! One of the best sparkling wines of my life. We also got a couple charcuterie boards which was packed with tasty snacks and cheeses (the onion one was !!! so good, followed by the merlot as my fav). They were very accommodating to keep the nuts in a separate bowl because I'm allergic. Though they were out of the Italian meats, the turkey panini with aoli was incredibly flavorful and filling. The service was amazing. Sue was very knowledgeable, attentive but not intrusive, and seemed infested in us having an amazing experience. The scenery is beautiful as well, I didn't know this part of Oregon had a big wine scene (I lived down here for a year six years ago but I was just back visiting). The estate is nestled in rolling hills and farmland with a small body of water as you enter and tall trees around the tasting area. I wish I lived closer, I'd be back a billion times, especially for that bubbly!",1627653981,False,ChIJkaHszW2r6lQRNe-crjrns5o
Christopher Petrik,https://www.google.com/maps/contrib/109983373498302292724/reviews,en,5,3 years ago,"Mike was great winemaster and took the time to tell us all about his wines. Then his wife Jan was kind enough to expedite shipping of our case of delicious pinot noir to us when there was a misunderstanding about how long it would take. All in all, a great experience and amazing wine!",1556478248,False,ChIJpxtVdAKr6lQRnFmXb1odLsQ
Jordan Webster,https://www.google.com/maps/contrib/106841483123815768839/reviews,en,5,a month ago,By far one of the coolest vineyards we have ever been. We went with two other couples and all of us blown away with the wine and pizza. Roger (believe that was his name) is one of the owners and came over to speak with the group for about 30 minutes. The view is amazing and what they've done with the pond and the flowers will make you want to return. This place is now on our yearly visit list.,1663699279,False,ChIJbcRszS0vv1QRPJ0woaqPeFw
Karl Schumann,https://www.google.com/maps/contrib/101508100876263689357/reviews,en,5,a month ago,Great wine tasting room. Excellent service!!!,1662936758,False,ChIJ9QK5-RlBlVQR0YyVd0Jlv-8
Cassi Johnson,https://www.google.com/maps/contrib/115700455019643100358/reviews,en,5,a year ago,"Great spot for our Bachelorette party.  Great service, food, and of course wine!",1627795364,False,ChIJVfYnVGdZpFQR8X47_NgHmWo
Mackenzie Cruz,https://www.google.com/maps/contrib/113829298634687027491/reviews,en,5,4 years ago,"Absolutely love this tasting room! The inside is so inviting, and there's a beautiful patio to enjoy the view. And of course the awesome bocce ball courts! And all of this while tasting some damn good wine!! A must-stop tasting room in Carlton. A little off the beaten path, it's worth going the extra few minutes outside of the center of town. If you can sneak a view in the barrel room, such a cool sight to see! The people working here certainly know their wine inside and out, perfect for a crash course in Willamette Valley wines.",1535728776,False,ChIJRYtSoIo4lVQRnyG2b9Mx_AI
K C,https://www.google.com/maps/contrib/112898778779711301816/reviews,en,5,2 years ago,Best wine I've ever had! Been a regular customer buying them up everytime she delivers them to Know Thy Foods. Absolutely delicious and well worth it,1603070189,False,ChIJIxJXyhaZz1QRkpY7rNfg6Fw
Bronson Creek,https://www.google.com/maps/contrib/103691537358029403646/reviews,,5,4 years ago,,1516421502,False,ChIJp3JTBYtAlVQRWNjBaSgUZGo
Emily,https://www.google.com/maps/contrib/116131524404879262805/reviews,en,5,a year ago,Great fruit wine and regular wine for holidays and every day. Love the cranberry wine!,1605990070,False,ChIJFxlq4W45xFQRofB1FANAgqA
James Lombardo,https://www.google.com/maps/contrib/107808185062767962205/reviews,en,5,3 years ago,"Domaine Pouillon is located less than 5 minutes above Old Highway 8, but feels worlds away. The tasting room has great indoor and outdoor spaces, and the vineyard setting is nothing short of spectacular. The wines are excellent, and showcase the terroir of the Columbia Valley, Horse Heaven Hills, and Columbia Gorge AVA's very well. We had a great time socializing with the tasting room staff and other patrons, and will certainly be back. Highly recommended!",1554417825,False,ChIJ3XEPKxEXllQRwWy8TFdufHk
David Palmer,https://www.google.com/maps/contrib/105037009679260999366/reviews,en,5,5 months ago,Absolutely lovely vineyard and property.  The owners are wonderful people.,1653005517,False,ChIJb3IEb9lSwFQRBFA8JLwurQA
The Nessassities,https://www.google.com/maps/contrib/103621983973195530204/reviews,en,5,2 months ago,"Kid and Dog friendly!

What a unique experience! Literally a wonderland to lose yourself in. I've been to quite a few wineries but nothing like this. There is always something fun and pleasing to the eye to explore around the corner. Games are set up throughout the gardens like cornhole toss, mini golf, mazes, and a musical playground. Cozy and beautiful lounging chairs are hidden along the pathways like a secret garden all to yourself to sit and drink your wine while you enjoy the flowers. Beautiful sculptures and artwork everywhere. Everything has a story. There are even song suggestions to listen to for all the wines. There's outdoor seating where dogs are allowed. Also there's a dog park. Our server Judy was fantastic and the woman working the gift shop and museum was so kind and friendly. The owner is so very interesting, genuine, and fun to talk to. This really is a very interesting and fun experience. I would also like to add that I was immediately warmly greeted with a smile each time I entered a building by the attentive staff. Ps If you have a kid who has phobias of statues or mannequins then the museum isn't the place for them lol.

The food and wine was wonderful. I got the only vegan option on the menu and was not disappointed. I was thoroughly impressed by the vegan quinoa sandwich. It was very fresh and flavorful. I really enjoyed my wine selections. The only dairy free or vegan options for kids are the steak fries. So if you have a kiddo with an allergy to dairy bring them something to snack on.

Make a day of your visit so you can take your time to soak everything in. It's beautiful, fun, and quirky.",1660702783,False,ChIJg8BGFdJHklQRujFaR2wP4xc
Mitchell Waters III,https://www.google.com/maps/contrib/113320782327221302302/reviews,en,4,a month ago,"We always love visiting the grounds, and it was nice to try this year's offerings at our tasting. With their old winemaker retiring, it will be interesting to see what changes their new vintner will bring to the table from his years of experience in California.",1663470550,False,ChIJh-zDkxkRlVQRJChJG6ef9Ts
Ashley Polk-sutherlin,https://www.google.com/maps/contrib/117924026095662620851/reviews,en,5,3 weeks ago,"My husband and I had a great experience with the winery and Kari, the sommelier. She was informative, open to questions,  and gracious.  We are planning our next trip back, this time with friends!",1665514693,False,ChIJQXewxnhDolQRj4yrsvTkKmg
Curtis Twenge,https://www.google.com/maps/contrib/111096760464862700127/reviews,en,5,a year ago,"The wines here are an amazing and excellent example of Oregon pinot noir. This is one of the few wineries to have older vintages on their standard flight (up to 10 years old) which gives you an opportunity to compare how different years and age effect the wine. This is reason enough to visit.

However, what makes this winery truly special is the tasting room manager Dave.
He is incredibly knowledgeable, friendly, and welcoming. He makes every visit feel feel personal and comfortable. We recommend visiting here just for the great experience he will give you. (again not to mention how wonderful the wine is)

Other things to note:
Amazing view
Laid back
Beautiful tasting Room
Fire place
White wines and sometimes rose on the flight",1611685561,False,ChIJ_5MdCeA_lVQR6_ZAH9o00zw
