photo_reference,place_id,height,width,uploader_name,uploader_url
AcYSjRgqMxSCO_0KAu_mZJFzOhKOsDSSWfrf1X6PDfKgOUOq79hIASl3S1RT15UEb7EHIFFgZLQPHJiGsSqSnAPWUz4VYAKuZpRKaXHNYjDrFBpy6o4U3OlhebsklXH6fFEn0DXfSKrrPFDmWKdZi3Rli7NvE5oYYCWton0NTjYFerOMo2XC,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2578,3640,Steve Pinzon,https://maps.google.com/maps/contrib/109835609123243273744
AcYSjRiRe2KFzO8sugZ6XGUQjMnzTothyWnD_Pxg9ttpmRUloMhiMSa1y9po8l0vd7rUJst2DHg9K8RwsOqbCq2PREU7sY03w6lkAG8go-PBepKg8MbjGRozuQbJ-DXyNvaGp9AuynjSPsoaX-MB-5byhN6i__dhvMOaJUnyjpzawu1lcJG7,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2655,3211,Michael D,https://maps.google.com/maps/contrib/101379186769762339668
AcYSjRhcWGPfKv8_Eo4Tc8EKjWXrImvWjAUdUIlZtakohOC_WvWh6QvTtbirTCXeJ_n4AWVbur4o_0GE5u84d1FGfOS3r5jRdz9WxqrCzRfFu-S2msXXHLnpnkC99MWmpvgB0bEGuAaxZL-gfb2a7NNbcZxLNTCcHYOy-Vc4EElWiUWEawNW,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2448,3264,J,https://maps.google.com/maps/contrib/113355380340105388630
AcYSjRivcock0At6vHBWrfH7khmtodz8TKryKciR0XGKzz_V8WkwWBna670lNEQd4RXEDgv4H-5LsuG8EDkmRBJHudnKjpFfVjZQtLVY5jrp45qwYVh6aEPsFa8zPzqVla-rnqieV3j97wU8_9JrHw3tnFwWHc5kKAf7D9saMp5aXUfL0GCd,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,4032,3024,Juan Elizarraras,https://maps.google.com/maps/contrib/110240846099638946478
AcYSjRiC5oOoetw5ukAb4dqTYxtvSfacpcD9yFz3duhAfJMOMQANuE8wE-hnlmy_H4zTUrcVs-Hwc7jtR4JE2OLu8XYCemKxpNQdmycy8KnEQqICNLRa9dJ5nt5rPLOMTERQPCzM-1r9t2Bd018qzwZpA_JrkDm16kDyqgMLkpgXm1Tme2dk,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2560,1440,Rick K,https://maps.google.com/maps/contrib/115554592947049857643
AcYSjRg-RO41Yu6DHINekuy7w-J2TvI8riXcHILoE7VpvvOH3L6X239Wekr3OcypCMqrUBMyGYy7gPBW2pUVBy0DblJ5pH_raPHlYliL9UYgMJJjUFWdq0trnyrLKZ2bsA2fdAT32PMY98XR6jgd_dcvG_QXx6AUJd32FvVJuXtis9nbx8VJ,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2560,1440,Rick K,https://maps.google.com/maps/contrib/115554592947049857643
AcYSjRgjtf2Vblu9xfNdXocdlrEDlO1WO3wkNyekwvdFNo5gZUXWMjIOMPCLOKx0Nvb4c9A_A1kVWCNYIir1gqv8ttbqWfQqFRz05Z-KFwIMJhgdUZT8q9A-xSqOoMhfb4-DJZqR0X5peGi47GHx041LHlUt7j6_Qn_glBJVoXJb8uolSKnV,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,2424,3232,Angel Vine,https://maps.google.com/maps/contrib/108809633196848221355
AcYSjRjcwqP0QnNJJ8kkXL5sa5xgrhCq0MjTo-_pZg07wBIrCQP-5uS1gywRx_I2PQfcv89M_BMgqBQpaHCvugujJ-2fiAHpYKnNbDf6vCac4OWMaY8lUj_F-LxRRwAUm_UB5aobCtIfYqZ23K7wPE3zgtn_yfElaHsPWFR7TC1-Mr2U2lnK,ChIJg8BGFdJHklQRujFaR2wP4xc,1152,2048,Westport Winery Garden,https://maps.google.com/maps/contrib/111895003838388109743
AcYSjRiXkonGzNheEv1EEUDgcRKnydBVkObX46yHAAhkrZm_0TrJT6CB5kYGXc0QTtMI5xx9rTBxIpVR_ErhLphCh_ZFtFMahcf8B1QYY4ZZF7QEaZOshoh0wz-fvtacVgKDH4dcZmcWyYFHkK_ppy1o1Hx8gENJ9bWBOduXpDNPf1C6fYsw,ChIJg8BGFdJHklQRujFaR2wP4xc,1440,1440,Westport Winery Garden,https://maps.google.com/maps/contrib/111895003838388109743
AcYSjRjuWyPpaEUwbS8-U_EIeCVQvCR4AlasKkhVjsqzvf-1qEtpKusy1MkT-54wlEqTL2RtPb-1HLu_WtcfQwKMj3NsRRKs51t18QWZ3up7JsHVKxTlC1JmlKYREykykqaEdNDOc6TR4w5J5mz7XqTlFdkZ68y1sQOkesjKvb53AIiOnvLK,ChIJg8BGFdJHklQRujFaR2wP4xc,4032,3024,Stacy McIntyre,https://maps.google.com/maps/contrib/112726493516321869826
AcYSjRguaP5Fy7AYbsPiBZMtEHZC6aYPbpU9w6h4W040gGawla8fukfndI3XD-A7DQRwUcf4-AvoiPpO4oqUYLLw6BEt9W9aG3iYt102ofvKXDeK7B0G7DlFHsP9qLPMCzt350zdLWhR2TAgL8oLozMbJ8sAG76lDDwb0bxI_Xl8V-MsvEXz,ChIJg8BGFdJHklQRujFaR2wP4xc,3024,3024,Kerri Lane,https://maps.google.com/maps/contrib/103324315145538198136
AcYSjRjOkCbFT810E6si5ald2Wvkr9oWXLDe7Qdh-D1tbOIy8Nf8FaVtGOdXVkpiwl9DERHQjYNpyDnI2aRxL_6MJmWClrC_R1yjGhg_HyICrQLWuXAK-tCBo4idhLPnChsn4HjzJv9GFxoW5PQaVhqjxLyUCRhBfy-JUwO8o73XOqkZALXW,ChIJg8BGFdJHklQRujFaR2wP4xc,5865,4000,Cathy Warner,https://maps.google.com/maps/contrib/111636100266234689744
AcYSjRiruHU4i7MbfZVuMGs7ft3VLp3KsRQdcJQy5f0zAMdxNHY4Xb4u1PhEv6ML7V9qXMJRYz_ODZOUt3dzwJVnf-_jACtHcUj9aMHNPdXF2OKXBdkQfNOPbgYrq6_GwoU3bbpWuIXi-M3p_1EjM7FDY5gipAwqnzcrTSatQKfN5lW6xZi8,ChIJg8BGFdJHklQRujFaR2wP4xc,2268,4032,The Nessassities,https://maps.google.com/maps/contrib/103621983973195530204
AcYSjRhSbpuY2vv4_yTQNu4niJIR2KLfFLKo2dgprItv8Xg9Sa8KTirFm9OF2iwRXgBRyAVkxIUO0dQUtcngvwF7VvBsBsc6TbOlCBt7i1ibyTAnGfBMxQLYk2YIfF-Q-6nZJzglwukabaW3wWOt43tW6Ph6QbdFQPO9GgLo4lQ2N581NIhF,ChIJg8BGFdJHklQRujFaR2wP4xc,9000,12000,Cade Curtis,https://maps.google.com/maps/contrib/109475074891863422002
AcYSjRhFlsys9_m1srguMKjwxcCGBbaQMMCyW5CFWceApozM3TrPnrCeRhBWU9duilu8Cagkko945CkTieezRJpoPQmNHjZ2_SY63et3Xftfk3PBYVL48AmgAGUYCanP40Y6egm8-ED6KKlgiRhrfMcKftB8f9_Rha0Pmj_5gU0atFyEiq1u,ChIJg8BGFdJHklQRujFaR2wP4xc,4032,2268,Brenda Ortiz,https://maps.google.com/maps/contrib/114944635152773978315
AcYSjRgWG4AyHW6vishEZM2a9tGH98ONYsosIaBui8mVM1mFzOTGf_5Bi4EdpyI2pBTeqfvAY7z6YH3GUPW6_mH3kKprLAx_GXUUvl_-SGyVt5X7uCy04fCOnebq3Q6m-2XwQCvNiNbPCs-5BpOr7IqrsTslUPR8CNdqSWMu5lZvWqmBIUTp,ChIJg8BGFdJHklQRujFaR2wP4xc,2268,4032,The Nessassities,https://maps.google.com/maps/contrib/103621983973195530204
AcYSjRjaCkjfT7bR2LR5Bu9GpKTlmIASRWyYu5nhF995KJiHiyV0A98Dpaks0H0WO_G2H_vSoUW-pTfVLiigtLH-rrvY_AQhmu8TAeyfjYR8exPn860FvsfLuGMBitJDm2-2X_YY3S3THSpttFRq0p5OJp53q9EgZsSy6bg6yGVhCK0HFh6-,ChIJg8BGFdJHklQRujFaR2wP4xc,9248,6936,Jeannine Harris,https://maps.google.com/maps/contrib/118442358463690582879
AcYSjRiL8jPWk9uh6UUPcyAhAkRTt1QIuOduZgQX3a8ozu-g60ymslmaJiJIawCN9F4ihtrC8dBklpq1puG6oqKjMm2j_DGmNDJX5CPiuYiqlyB3CbNjTnUV51G9Lk4wzkF5HUYgUujaff3SyGXI8cA1Vwar7AdrJZ9A9oafG5MSYnZAwcJm,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,5464,8192,Iris Vineyards,https://maps.google.com/maps/contrib/111831020530102392511
AcYSjRiSEoVnH_UcjFkf8tCM4zOot0FzQtif8dfsxnH64k5a9LUy-5lf44I48YIZQIyFr83ckDXyBoxCRTpzjBe8nk_GHg014TeRWrSj-wg3d1wm2qMACkKy3WUUDORo-ErLV_CntTcg4Q9KYWUCi_7zkyRs-MpCoz-oiYrrmxtxnOg_OUSJ,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3439,5483,Jens Moder,https://maps.google.com/maps/contrib/113273715705736394339
AcYSjRg7T23LnKQrzNAVZQUQRBmXujQ6GmANLM5RY_qoTdFMV-eLzYCN4fSSGwIgftXTGCP9-f0yISbzES6ifL-YnRgJtGRt2YkBgCJizY7WL8wR-7GXRP1rbFuq6kbR82RmqBBsDOW5swdJ_HJxq45h2RQ8XbSR9GyqmoUXSjHSnJblqJzc,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,1365,2048,Iris Vineyards,https://maps.google.com/maps/contrib/111831020530102392511
AcYSjRjyuiR2znwd1onBDorPUk-SUojJYz13VU_kAzGwejIStvEhJRgClJH10eqjs-xtMFeKMB54iRpqWlgBufEvnCY2E4cNFWoWHJY_3kpYtBGsma5uOEIBQll2PFoZvUcuYoNI1q64F_53LJSE2slgT7Ufb8aCIJRhx1isqe96d8SmtLpM,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,1365,2048,Iris Vineyards,https://maps.google.com/maps/contrib/111831020530102392511
AcYSjRgLowh-7mGnqpUlAEebU3GQCzPSA76eT6Natu6eArow6Zf4lbupd3AHPJZVm5ids7Jd8k991l6KIcQrmfCMSNe9X_sMK_plEbsiX07LvDzv6eB4vpj-xiK_fwroLWXVlq940d3QuwwfNO2YrFLxLZh4hpphoNOqf3k0b8vBXZyGeWbx,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3612,4995,Jens Moder,https://maps.google.com/maps/contrib/113273715705736394339
AcYSjRhR9ltrhJZisPCp3pnu9PwoAkv2WWGBU3jO1Z7D7vYAKnhDhvz2EIAX6nD9qqJCXQDaIft3Fuy0evaIZ79z8WcvHi5UER9ficU7Kztz6_eBqyfddw5mLMtUUNjdB3UHTo6VZZjGxnvNDt3IjBTRZWPK8HilrDqVnoD3-F6E3R3n8LB-,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3648,5472,Iris Vineyards,https://maps.google.com/maps/contrib/111831020530102392511
AcYSjRgMMWP5Bt0cBAJ__2IrA2RcAklpNo9_X29KVvjwOM8WqBms8mM9Xa0Z8ftftwCyhK4kajoXirL90zDNMTliN9X2nI3-Ph-65OhTA5cCpLgF3gvV2bkn6PdYsfyx9TjBNRIUG9WdblMjzBIhAJcKZdJJqfa3IL9XR6Zesa8tJ2V172NE,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3870,5796,Jens Moder,https://maps.google.com/maps/contrib/113273715705736394339
AcYSjRhl8fIL7mZVWKsUxxx6Pe38U3K3aW4wzpaakfCM_y6vDmOomLm7AITHS2IfiIJEKoLOJ1jYzElr4EB00ftA7irIFFMReCSEhBv7eYwsM75mIn62Np-kw42tNcGB0RdcyqCmJYqX2T1LDrBdGu-dyn7KaPLuRhheU-Gg_dzsmg1QFJ0B,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3776,5337,Iris Vineyards,https://maps.google.com/maps/contrib/111831020530102392511
AcYSjRj83b2uk-sMFsc03wV01qm1K1YwLnAHjRmJb2pQAl4tSlxD05lVW-W2rCvAE9rP3Dplb_ZOqpj6uMdoTZjHP9p0CZd4vz4c1baEkrHz0Zv-NdQxWM3seletfUA8j4wN_QcxC5tLEYi73MJsu3Kyn3SDmn2JxEOrSE0WM0mXcB0No4Oy,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3870,5796,Jens Moder,https://maps.google.com/maps/contrib/113273715705736394339
AcYSjRhIXiHJGm8IJmFUc99R6AyXWPe6LEywrPrNxoX0vb7Sflv2IJxObEcpGsp22w0ChuYdxu5FreNEFz9gggzpLGNrz7waH5P10fPbSx1BBzmh1TbHiRLbY_bz00utlSyMrin2yce6SQtfpxGrN6BUTXOXjv6efLT_Z5j2YzTxzMB1pn0a,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,3495,5205,Jens Moder,https://maps.google.com/maps/contrib/113273715705736394339
AcYSjRhdJK4qVVn4odLP5NRTaESxE9TKqlekySjafYJ04XoNfbfBqi62ZQdo2IYjrX4g9MXQuJFsupJJZ_mySI4R5Rl8BxecFAj0MJ_rQOPeP3RGrpE3zxNm8GoDlUfL9k1ZTosUiN18dvwYeoDT7ANTzjhpfZyzVU-dNOmaoHlyHOYcmqkg,ChIJB3rkytNBlVQRJeGnnZKdTpc,708,1024,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRiMp0HfSovEQ7zgRTUskCqjBKCm26ZqZPTVSgONTtgapp-Ir5-Oo1bKgWZgdShGUKMOnPpAPX4-aw5dqSgHcxxAcID-kK3-irv9fDcW7prX6xgkclR7OPK2ssiTym3Ezq1tPXGVoZs59ZgHz2EVsngElHZR6kGhPXdxdtfxAsdAhc7u,ChIJB3rkytNBlVQRJeGnnZKdTpc,683,1024,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRh5cKa_6rYRqqFqABrIOPpfwbdQ_3IWc3bAv67KNzG2uoIK36FxG3hS8j2v35-u__H2D3MsvViYrx0ls-bzJ32oEMiG5fLCLpxoz3F_gcC_ptnEnHG6YfFAbpwMPq-KJBIdH3XsB_Igd4zot3Im-P0-oJAoPCZdHH2k9j84R9Z-zPOX,ChIJB3rkytNBlVQRJeGnnZKdTpc,683,1024,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRhIHUFJLIKIeEnnQpIL8fOVAP5RmxFBk7OhfqzH19drPi8DxEsZslUNf_8KuFwi7qAAHqt5dO0odjb2xgCV6WNdRLa814y5FnVqiF8kPf14blttcUGeBdRt6Coc8zzAL_DC_49KpG0yPrsNNSgsR22MF-gOJiK6DPVoLkvn9TJWdX1h,ChIJB3rkytNBlVQRJeGnnZKdTpc,384,512,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRhHGixgbx8x230Fklap2L_tIJjOJysJZJ9LkVCTT5onY1gWe8XFiKx-LpzHkJdC3dC2yuLoHCAHNSjBliaX-1SgzOi5N8B9WbKGDhahQ_cV1OYIBUacFXKMQhGXacEmmrdrRuRjlRs6ZTUlhHREqwg4wCkGfcusJreCAyPxQ4vsXb87,ChIJB3rkytNBlVQRJeGnnZKdTpc,356,512,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRgQ-_EBa0I5XaluVDjRDH-LWT2kzY6jfLpGniYMnSbrz1kRKvkSmNXtYxn6mSELETpxeDIuJLDJjuALTdreojwncz9UG5V58jiXQWOYWeSuysti8AFiUME6CaAr8B0h00ECuiLkyE4MJ4GWgudiB_c_Rm_7m76233nrz57KOPp6rUrH,ChIJB3rkytNBlVQRJeGnnZKdTpc,1357,2048,Longplay Wine,https://maps.google.com/maps/contrib/116872083676174876938
AcYSjRj4BpcxQ9aO8q2DA73UY3vk42jdsDH_-8MGh7C2hzPXQDBBwVHBujRabV36IU1-pbb02ZzNlajR-NPs9oxEMVJhpkVKisjHF7JuUDMfj8LRgXIO-gGJfr_Di8XxMJ832FfRCaRFNC6khEyUKfsDud54_rY5XoQJxvaNLzc7yZcnzOxm,ChIJbe-ki78OllQREZ9vEzd7Row,3648,5472,Marchesi Vineyards ,https://maps.google.com/maps/contrib/100899841705139891020
AcYSjRjcmYOQ8pBitg4MIqzAkdHrAGsxW7-Sy9YZrld5_wsl2G7oI4CaoN13YssCkgPMB5aVZMTbTjrGxIjpe9-kN8U6ILVDBVkc_68tgLBGDLFqVsk6q2ELQtozHhZPcq0lFY8fGoouXwkWT48277EhchboYW2FC4_-qWtyVyCkCcisif_X,ChIJbe-ki78OllQREZ9vEzd7Row,3024,4032,Jessica Haggerty,https://maps.google.com/maps/contrib/100254494715045978154
AcYSjRjLi4ro99DUsP2SDgv_s25V29a1hsPHJhATEYH96NmiGKYThyqwmPJtRdG6589C_yqCKhDsA0BgR8EDiLYqfVYYMv-3uZQ6vrYBq7b0xl4yg7YudyEk7TXsY9IHAmJhX4OVV_WIn6F03HYbdMnwgFuulvdwiggX9vE8MiwTFcEH7saF,ChIJbe-ki78OllQREZ9vEzd7Row,1536,2048,Max Charp,https://maps.google.com/maps/contrib/109807493981267530374
AcYSjRjIU7Aa6JHUU91wzxO5JyQWu6uf3ZtANy5csDSJx9wwNBPUjyF1_7PPjek_TCCHJm8CbeGVnnA8oN8XLw_osy_gbIShEgLMk69sgAAtOYyc-Za4fj_okh4uIGsTibealT_SuVhmeJGojA5Ssf0dY-f4mvBZOkEsuQsr6sxgJFITIxkG,ChIJbe-ki78OllQREZ9vEzd7Row,3024,4032,Victoria Short,https://maps.google.com/maps/contrib/113821960352027495811
AcYSjRh-mkWNMkUbslY0X3aIsJ12V_5oj4rnfPcCeEBADN5Mrbs79_RDcgxmLGeFDT1MUQ19regFwz4Dzq8P-4TtPlNOu5REgE5yNfqvSXua_5ch3oCTh2bwuG36JSUv9w_7aHigf8KHyWFOzSJrz63evpKqSBsD2X-rmpK5QA294S4vBfS-,ChIJbe-ki78OllQREZ9vEzd7Row,4032,3024,Robert Namba,https://maps.google.com/maps/contrib/100281282698819304737
AcYSjRjQ3TZNZ-rBlMfknE99khQEzvB3Ep-wST9nxvBBcCdBCsBByG4dGQz1cDw8EESSNIUrrGxS9kYuSOPEGKhKR6a81kgrCbNS34ur0en4rO2UmGYnG3u8G86UOVXTAnYSQP5Up1Ba_wGbfBeD72AKR_tcW_ngragyBoXN3wR8lhKsU4bK,ChIJbe-ki78OllQREZ9vEzd7Row,3024,4032,Kevin Walters,https://maps.google.com/maps/contrib/114946634835751272482
AcYSjRgyhy2EV5x0yLb-eXIfjYp5niTJN0mgngMuNOlaUhNirRAB6pDariJ4cpoM7qV5psVjNu9_4NouLpyOvSqmvVYcfXwZ_0aPFcjPzqM7y73HoH5OscoNdzSDH-nTcsmZDe5vPH88zz26ftGzhjmGI6xKx6KLweE91uWS8zRONEKRc5-k,ChIJbe-ki78OllQREZ9vEzd7Row,3072,4080,Terry L,https://maps.google.com/maps/contrib/102671727481495750001
AcYSjRiEAEXgF1_kFUv-idvlM0V46aA__SbKUFuG-fk9UxDe6u-mnu-Lt8bTUAjK0U7DWBe9UXlegqfKZ4Lnua7GkX7zsCNKAi-QA0DEbCFwipOwW0Z_D-s35AoXbAUciuKUTNdOzfKlCPF_m68dRmtczV8lutZeq9o5uhtP9IRv4Rm6y012,ChIJbe-ki78OllQREZ9vEzd7Row,4160,3120,Damon Kupper,https://maps.google.com/maps/contrib/115339804225620695218
AcYSjRhuD3G-cnnwJfefajEIi5qJqL8n4CRhrwXETsqrfrW0AG34Fy93qx9bK995NYQKabGCDeNmiEDcFsj-kU7J1HzjsJZMxomoi2fHgKr1AoHv1lAXu-VV3lavETOlvI0cG8KkHN9oK2Si7uGDEU0upSoRsxc6wcoUlt98YcSw_6wVvUJp,ChIJbe-ki78OllQREZ9vEzd7Row,4048,3036,Sherria Fitzpatrick,https://maps.google.com/maps/contrib/116873835073669599251
AcYSjRg8JkpRVDnhgnbGpgpiXJSuhGhC8ZtT6YxDYw4292zHZ8dR3pcn2RE5lobhNY51JI-bdSbgLT7QMWp-Xc3d4RHAf-pIkv2_umCKRSD1KK1FEaeVLCK0JQZ3p0Z1zFW6-z1VhsfeoPlpOqnx0xObM1wbNHjvumjNY_xOqAaBGjmgmNcW,ChIJbe-ki78OllQREZ9vEzd7Row,3024,4032,Steph Smi,https://maps.google.com/maps/contrib/101761776685835932442
AcYSjRiJVDLXPQlatJXkmkG04jV5KzcWdBQo42nkoSt504egrZEfosdxmw1OQxPfyMtDpnu2YtPna--LbcPh8EioEFvZiR6AvpIx1X-4N4TsicWSUjrW8I23k2Fp4JNKGXewaFHXL7t3He5o9o7V00X1SdEEKDOqFBpmYb5jgYjpg0SjqJW8,ChIJl-CXXJAUlVQRr1JaRqrmJao,357,634,Raptor Ridge Winery,https://maps.google.com/maps/contrib/113670915021271701450
AcYSjRgQAEy_xSNgfjB698WBuvk10KL7hYHROzp_n6VoDziwl7EYalXP2VS9d7AylsDLBSjSbpIa0_IBedHLcj0P4SnfUm3aEoiffHf_2fslT7seoCj4UlbZxgZ_09qobsY-MCuU8NwzrOjxRgcVSf4KW9uBUyUpAhR-CvYmbstKOzCH5nf9,ChIJl-CXXJAUlVQRr1JaRqrmJao,3678,5517,Raptor Ridge Winery,https://maps.google.com/maps/contrib/113670915021271701450
AcYSjRgJlM18lhd2NVOnDvU4SSc9nEQpt1nP4_D6dR711eDxi6O-EdOY58mfUu3lyQtuTcfOqbZ6Qqc7CARHCN6zYdVE_MkhxBxSFgIyRvY5Pf9k4WNFw8gwSOiLyFwZKZPP4GbtB2olqpnxWIczWzevU-TBVErfMxBHU-p3qKk_FgSWpcQa,ChIJl-CXXJAUlVQRr1JaRqrmJao,1152,2048,Raptor Ridge Winery,https://maps.google.com/maps/contrib/113670915021271701450
AcYSjRipOq9j3MzsgzZ76l11lUZTP5wF4XF0djqnPmDPdnXJQgknOUoGiNXm9Ie-a6ifOH4ExdPZgRLamUe4IePEPvZFHa0Edot_dL65DFB7kPTHv_h6a_pMWCR-8DirFaT2B2j6I2kjvuMpC6YnoiRrGIZPlgEjuCM2xgkZ9PFkP-cha7FI,ChIJl-CXXJAUlVQRr1JaRqrmJao,4032,3024,Ameesh Dave,https://maps.google.com/maps/contrib/102753691620632550546
AcYSjRgye2wOFicTFbMTPCaSiW0kMd_FUioRDe8D0JSRwPJwYaGKNs-k2XiqNMjcTwSOSLADo7iXAktqDjUqb2UsxQTPllm4TZzk5TwH5n2a8HqxtXhvkAiTVpow-2MugKb6llgE_Lm33JSZeyCqZvlAbUwuROOZ2yAJaUky_dB0ZbbJTvNE,ChIJl-CXXJAUlVQRr1JaRqrmJao,1637,1581,Charles Conti,https://maps.google.com/maps/contrib/110362740807660389780
AcYSjRggRzESEIkkuoPdbdDAbcJ6DlHKSr7YhIcCONbAKiOnQC-U12SgnnIY5T7hHD9Z-vjrBm37yXcseiSVDWoz8TxZS6hhSOjN8Uj8oOsEra_xqJJ9a8S3ke6V4BD7GOMyTbW3zKUgLlK87hjqZnIhIeT2owWZHp3kyy4FhQ0EulBf4hTE,ChIJl-CXXJAUlVQRr1JaRqrmJao,3024,4032,John Deodato,https://maps.google.com/maps/contrib/111211219222299644423
AcYSjRgwZ2xdRVIrAnvF6TutE-wUQSQvovOrpyc-MWPqS2D0hoC1nvYdt6QDGTs4EbhwgeNV0-b4ahEEbQRGek7VYj9JWudEVGHHIUpUZhPEErCkDHDRJEZYNQVqlnNSin_YkqVAz8ZU8LYUiMTuqVBcx5MlRDbdoSPPeOCpVWSRjbg9LsZ7,ChIJl-CXXJAUlVQRr1JaRqrmJao,2448,3264,J Crozier,https://maps.google.com/maps/contrib/101454584973177457087
AcYSjRgNxP7aMcPOIQ6ZtDIZbruf0l_87ik8k-1_IhCiqfbhoRN8yCklI1V6W_pUCU4NkJIUv5jgXO-ZcuFaMAR_GPCBsmD-JzIlEkX9KKKidBo6aDQstbamYSeLckulWJTWyWVHSzKJ5hODgEQiuMn3-S0voQ3TDwLyw4Ff0wDGMRZNPiE5,ChIJl-CXXJAUlVQRr1JaRqrmJao,3024,4032,Michelle Baird,https://maps.google.com/maps/contrib/101057254163374488782
AcYSjRiLIFWnsgg2gqVnWdyNrAyWZGQwqIYgFyDxCx23uYBbXDhU-E0Do2nQX0DrhpQ8DhqT42EueLgcK2Yd_iBqWbj4831VcGTGNZHgRM0-3AV9p597Gi7lsAQU962gt_92O0FgRNu3J1kuwVwpD9RbG2A050eKwWcVaatYX7yqkBCLYvNr,ChIJl-CXXJAUlVQRr1JaRqrmJao,2000,1125,Drake George,https://maps.google.com/maps/contrib/112887372545158654886
AcYSjRi4uTQoggNlYsZa0RvW9uxQVdYJppCcs57eb72GrnZ8uJRZ3xViZQyh1JWhlcNLcR4Y2sL62ixrElz9jGPA1Hz4rkyMIJGs4ZMMYnWrESozDxEk1qYPQDopP6sf5KJQ13ri2SK6AEHxlghgspMhSzvDLBhHjN2JowYPYAkhVLSgLixz,ChIJl-CXXJAUlVQRr1JaRqrmJao,3024,4032,Cole Hafner,https://maps.google.com/maps/contrib/106133921811390859024
AcYSjRiIb12P-KPLToMAkgBdtTE_NaMfu_l2cemk7OC4emdOADZPiFd3ckQPYVbeGBUJk1GUf0SNvmOW2B-gf2bUlMUjJcIZQwOw9kXfc2sDsfNxHLZWhQ5x_06-pNB6Evefa45vm4KmqOQ2RAqI7PgUxiIPTFL6OYQdjHeOJ4GAzIpzI6CJ,ChIJySZob3MbxFQRUp-3qtZHOt0,1365,2048,Reustle,https://maps.google.com/maps/contrib/118443666818547814028
AcYSjRgTkQakoIIPPXFOIiTI4jWIAOCSXol_1_8lcgEGeTknPLb6Q410-7L-4Tg0-gUnDOYJPYIpwpC__ZJ8RMF2SOgd_HOvfFL3IpIdq39Dz_dynWOqZ3j7-Qn1awE58y-FWRBngDNW6kKqHrz-b9nrTXbbP-7RDmSsZNc9tQyNjwpkYqg,ChIJySZob3MbxFQRUp-3qtZHOt0,3024,4032,Tom Ettel,https://maps.google.com/maps/contrib/117382195621182790692
AcYSjRioBArWqOeBE5F6GE7uUa0saxX2gXQpTCe2j638PuubPMfewxNDytmtEzf7CO6Cst67m09l4UoIEJvili_bStFHfr9JcsImZHD7qpo-QBrqJAxLOCAeOEZDYOUgzJBmqACQvOipa1SC7PjdRlBgpXaH5Rb4CGWNmzzFl5uHDxrpBXoB,ChIJySZob3MbxFQRUp-3qtZHOt0,3024,4032,Kay Doolittle,https://maps.google.com/maps/contrib/113121350272076455097
AcYSjRhIB_9h2dZBBxqDDvgUARV93IYBMzXD5Zs6fQnG8GBkADwhI8jSWQO0Vg-VIxSdULtYOoYy_6tnjVw6Tnx2rnuIH59IGdKdccyhgbsC1k5fBUOXCOewWiAf4CeAATUFeCDHZzQ6xSk4y5kRO0bQDReORR6j0P2G6gSlfME95bp1Uzs,ChIJySZob3MbxFQRUp-3qtZHOt0,3024,4032,Tom Ettel,https://maps.google.com/maps/contrib/117382195621182790692
AcYSjRgdLFnmAjCW7W7Xjd9KDoXdDB592pHX5jrf0EwfUUGQZJQ4CCtdVdlVdLjRlIdG20EgNG5Xb_0jdq-YDlNDApkyg4lK3TifZASnXVZfzid89EPQlmW6FK48MzdUIDp6RsYWtTbuEeYnpQ2PjHk67hv0qJdnUXdAfUMQWSbupR-41Hc,ChIJySZob3MbxFQRUp-3qtZHOt0,3024,4032,Tom Ettel,https://maps.google.com/maps/contrib/117382195621182790692
AcYSjRhbNnROK66TYgSFBnG-FUru30j12fFyXQV629zz7bEIklZ4MQSbD7_TpLzrXqPUxkqRBtTWaGSIyR6mvtgJGswacpjjDqc6vFvci4VwS0-OwDTN1We-dI45n4zK_8W-we8Po5XyYBiE1EtL49IsU2_N518TLAi9MP0pIUr0RymIUyc,ChIJySZob3MbxFQRUp-3qtZHOt0,3024,4032,Tom Ettel,https://maps.google.com/maps/contrib/117382195621182790692
