place_id,name,status,phone,formatted_address,gmaps_url,website,rating,totatl_reviews,street_address,city,province,zipcode,country,empty,brand,brand_id,central_lat,central_lon,northeast_lat,northeast_lon,southwest_lat,southwest_lon
ChIJYX7lCRMPwFQRD1ZOb5uOGd0,Krop Haus Vineyards,OPERATIONAL,(971) 718-2243,"10883 Southview Loop SE,  Jefferson, OR, 97352,  USA",https://maps.google.com/?cid=15931921955038320143,https://krop-haus-vineyards.business.site/?utm_source=gmb&utm_medium=referral,,,10883 Southview Loop SE, Jefferson,OR,97352, USA,,Krop Haus Vineyards,10,44.797013,-123.036836,44.7985215302915,-123.0352337197085,44.7958235697085,-123.0379316802915
ChIJG9hkQ53IuFQRYkSXxXQKcKk,The Good Drop Wine Shoppe,OPERATIONAL,(541) 410-1470,"141 NW Minnesota Ave #2719,  Bend, OR, 97701,  USA",https://maps.google.com/?cid=12209270086448923746,https://www.gooddropwineshoppe.com/newsite/,4.7,40.0,141 NW Minnesota Ave #2719, Bend,OR,97701, USA,,,8,44.058572,-121.31398,44.0599841302915,-121.3126627197085,44.0572861697085,-121.3153606802915
ChIJG20R93tUwFQRQiVoAxf34wk,TeBri Vineyards and Lavender,OPERATIONAL,(541) 740-8541,"24880 Orchard Tract Rd,  Monroe, OR, 97456,  USA",https://maps.google.com/?cid=712684844268135746,http://www.tebri.com/,4.5,8.0,24880 Orchard Tract Rd, Monroe,OR,97456, USA,,TeBri Vineyards,11,44.313722,-123.324039,44.3150745802915,-123.321315,44.3123766197085,-123.324947
ChIJh35nmr3jwFQRuSSHefRzR9s,Northwest Vines,OPERATIONAL,(541) 689-4062,"541 Willamette St Suite #111,  Eugene, OR, 97401,  USA",https://maps.google.com/?cid=15800725311500788921,https://www.northwestvines.com/,5.0,5.0,541 Willamette St Suite #111, Eugene,OR,97401, USA,,,8,44.0538141,-123.092401,44.0551772802915,-123.0912191697085,44.0524793197085,-123.0939171302915
ChIJWVWjowhXwVQRRF_91U0QSSE,Brandborg Vineyard and Winery,OPERATIONAL,(541) 584-2870,"345 1st St,  Elkton, OR, 97436,  USA",https://maps.google.com/?cid=2398466203040177988,http://brandborgwine.com/,4.7,29.0,345 1st St, Elkton,OR,97436, USA,,Brandborg Vineyard,12,43.6363158,-123.5658985,43.63758423029149,-123.5647424197085,43.6348862697085,-123.5674403802915
ChIJ43Puwk1ColQR74SiPklMvqU,Balboa Winery,OPERATIONAL,(509) 529-0461,"4169 Peppers Bridge Rd,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=11943067139300295919,http://www.balboawinery.com/,4.3,59.0,4169 Peppers Bridge Rd, Walla Walla,WA,99362, USA,,Balboa Winery,13,46.00699960000001,-118.3815932,46.0083424302915,-118.3807205,46.00564446970851,-118.3842113
ChIJY4qS1W4OllQRvAyS2AuKE98,Stave & Stone Winery (Downtown Tasting Room),OPERATIONAL,(541) 490-9461,"210 Oak St,  Hood River, OR, 97031,  USA",https://maps.google.com/?cid=16074343278498155708,http://www.staveandstone.com/,4.6,64.0,210 Oak St, Hood River,OR,97031, USA,,Stave & Stone Winery,14,45.7090566,-121.512944,45.7103093802915,-121.5115853697085,45.7076114197085,-121.5142833302915
ChIJ83cw1mRqolQRhqvOeqZuGzY,Bledsoe Family Winery,OPERATIONAL,(509) 792-3510,"229 E Main St,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=3898831563723287430,http://www.bledsoefamilywinery.com/,4.3,33.0,229 E Main St, Walla Walla,WA,99362, USA,,Bledsoe Family Winery,15,46.0694676,-118.3359568,46.07075208029149,-118.3345600697085,46.06805411970849,-118.3372580302915
ChIJl95UgqaglVQRSRPQqpfXGo8,Clay Pigeon Winery,OPERATIONAL,,"4855 SE 18th Ave,  Portland, OR, 97202,  USA",https://maps.google.com/?cid=10311791343223968585,http://www.claypigeonwinery.com/,3.9,8.0,4855 SE 18th Ave, Portland,OR,97202, USA,,Clay Pigeon Winery,16,45.48715840000001,-122.6476872,45.48852958029151,-122.6463613197085,45.48583161970851,-122.6490592802915
ChIJc-Akvi8LlVQRXoF7-VCQJGs,"Helioterra Winery, Urban Winery, Tasting Room, and Wine Bar",OPERATIONAL,(971) 229-1445,"2025 SE 7th Ave,  Portland, OR, 97214,  USA",https://maps.google.com/?cid=7720454338677277022,http://helioterrawines.com/,4.6,10.0,2025 SE 7th Ave, Portland,OR,97214, USA,,Helioterra Winery,17,45.5082821,-122.6590832,45.50959338029149,-122.6575631197085,45.50689541970849,-122.6602610802915
ChIJhb0xFssWolQRaVb4OItxb7c,Spring Valley Vineyard,OPERATIONAL,(509) 337-6915,"1663 Corkrum Rd,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=13217908274125887081,https://www.springvalleyvineyard.com/,5.0,6.0,1663 Corkrum Rd, Walla Walla,WA,99362, USA,,Spring Valley Vineyard,18,46.1721497,-118.2026999,46.17351473029149,-118.2013376697085,46.1708167697085,-118.2040356302915
ChIJJ22hwhcDwFQR3NClpGV-siY,Open Claim Vineyards,OPERATIONAL,(503) 837-7862,"2795 Ballard Rd,  Dallas, OR, 97338,  USA",https://maps.google.com/?cid=2788430094314885340,http://www.openclaimvineyards.com/,,,2795 Ballard Rd, Dallas,OR,97338, USA,,Open Claim Vineyards,19,44.8943016,-123.2700067,44.8956428302915,-123.2688504697085,44.8929448697085,-123.2715484302915
ChIJrSvRjVVexVQRiTJ5LDu-vDI,Deer Creek Vineyards,OPERATIONAL,,"2680 Deer Creek Rd,  Selma, OR, 97538,  USA",https://maps.google.com/?cid=3656006158876488329,http://www.deercreekvineyards.com/,4.5,14.0,2680 Deer Creek Rd, Selma,OR,97538, USA,,Deer Creek Vineyards,20,42.2732369,-123.5666426,42.2744683802915,-123.5653002197085,42.2717704197085,-123.5679981802915
ChIJ08Rvf9tJlVQRxurM-mtG6OU,Orchard View Vineyards,OPERATIONAL,(503) 472-0298,"15519 NW Orchard View Rd,  McMinnville, OR, 97128,  USA",https://maps.google.com/?cid=16566568658865547974,,5.0,2.0,15519 NW Orchard View Rd, McMinnville,OR,97128, USA,,Orchard View Vineyards,21,45.240894,-123.277146,45.24246063029149,-123.2731017,45.2397626697085,-123.2784941
ChIJGwkzz5lPlVQRrC17L0dfWfE,Bravuro Cellars Vineyard,OPERATIONAL,(503) 883-8155,"9779 SE Hillview Dr,  Amity, OR, 97101,  USA",https://maps.google.com/?cid=17391036195411799468,https://www.bravurocellars.com/,4.9,11.0,9779 SE Hillview Dr, Amity,OR,97101, USA,,Bravuro Cellars,22,45.1337686,-123.1379239,45.1347580802915,-123.1365711197085,45.13206011970851,-123.1392690802915
ChIJA2FQfmxBlVQRmuceABxatAw,Day Wines at Day Camp,OPERATIONAL,(971) 832-8196,"21160 OR-99W,  Dundee, OR, 97115,  USA",https://maps.google.com/?cid=915455700570662810,http://www.daywines.com/,4.6,39.0,21160 OR-99W, Dundee,OR,97115, USA,,Day,23,45.2674803,-123.0201565,45.2688615802915,-123.0188832697085,45.2661636197085,-123.0215812302915
ChIJMflGyHYellQRpfPjpSOApmk,15 Mile Winery,OPERATIONAL,(541) 965-1445,"623 E 2nd St,  The Dalles, OR, 97058,  USA",https://maps.google.com/?cid=7612913110711792549,http://www.15milewinery.com/,5.0,22.0,623 E 2nd St, The Dalles,OR,97058, USA,,15 Mile Winery,24,45.5993238,-121.1771086,45.6006210802915,-121.1756427697085,45.5979231197085,-121.1783407302915
ChIJmeb78RIRllQRqJ7O_XVMOYc,Le Doubblé Troubblé Wine Co,OPERATIONAL,(509) 281-3240,"111 E Jewett Blvd,  White Salmon, WA, 98672,  USA",https://maps.google.com/?cid=9743903338445840040,http://www.ldtwines.com/,5.0,23.0,111 E Jewett Blvd, White Salmon,WA,98672, USA,,,8,45.7275719,-121.4863845,45.72898113029149,-121.4850061697085,45.72628316970849,-121.4877041302915
ChIJMbZClyZColQRoCmy4vsZnkY,Rulo Winery,OPERATIONAL,(509) 525-7856,"3525 Pranger Rd,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=5088533198606051744,http://www.rulowinery.com/,5.0,11.0,3525 Pranger Rd, Walla Walla,WA,99362, USA,,Rulo Winery,25,46.0218622,-118.3601944,46.0232126802915,-118.3590897697085,46.02051471970851,-118.3617877302915
ChIJNfLJ0tNBlVQRaXMqrVHipf8,Vintyr,OPERATIONAL,(971) 264-0881,"3336 SE Amity Dayton Hwy,  Amity, OR, 97101,  USA",https://maps.google.com/?cid=18421378691254350697,http://www.vintyrwine.com/,5.0,6.0,3336 SE Amity Dayton Hwy, Amity,OR,97101, USA,,,8,45.1356946,-123.2045307,45.1371177802915,-123.2033365197085,45.1344198197085,-123.2060344802915
ChIJRT13WfUvwVQRJ4Sfbq24iQs,Saginaw Vineyard,OPERATIONAL,(541) 942-1364,"80247 Delight Valley School Rd,  Saginaw, OR, 97424,  USA",https://maps.google.com/?cid=831398661251367975,http://www.saginawvineyard.com/,4.7,103.0,80247 Delight Valley School Rd, Saginaw,OR,97424, USA,,Saginaw Vineyard,26,43.8418846,-123.0292764,43.8430947802915,-123.0279926697085,43.8403968197085,-123.0306906302915
ChIJtZ1VYr0BwVQRlCSl7t89XiQ,Fitzpatrick Vineyards,OPERATIONAL,(541) 214-9315,"25357 High Pass Rd,  Junction City, OR, 97448,  USA",https://maps.google.com/?cid=2620600065167008916,,5.0,1.0,25357 High Pass Rd, Junction City,OR,97448, USA,,Fitzpatrick Vineyards,27,44.224603,-123.348823,44.2259422302915,-123.3475344197085,44.2232442697085,-123.3502323802915
ChIJX3N-is1DolQR3QBhGXhXRfA,Vital Wines,OPERATIONAL,(509) 540-2323,"17 N 2nd Ave,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=17313340515829219549,http://www.vitalwinery.com/,4.9,10.0,17 N 2nd Ave, Walla Walla,WA,99362, USA,,,8,46.067181,-118.3400263,46.06857128029149,-118.3385750197085,46.06587331970849,-118.3412729802915
ChIJb2D4NdIZxFQRQYY35CayE9I,Cooper Ridge Vineyard,OPERATIONAL,(541) 671-2373,"1389 Old Garden Valley Rd,  Roseburg, OR, 97471,  USA",https://maps.google.com/?cid=15137638652629714497,https://www.cooperridgevineyard.com/,4.8,97.0,1389 Old Garden Valley Rd, Roseburg,OR,97471, USA,,Cooper Ridge Vineyard,28,43.2720437,-123.4274503,43.2734119802915,-123.4255998197085,43.2707140197085,-123.4282977802915
ChIJUa7JFuU8lVQREp7TUm_IIME,Big Table Farm,OPERATIONAL,(503) 852-3097,"128 S Pine St,  Carlton, OR, 97111,  USA",https://maps.google.com/?cid=13916343229031357970,http://www.bigtablefarm.com/,5.0,9.0,128 S Pine St, Carlton,OR,97111, USA,,Big Table Farm,29,45.2937004,-123.1767604,45.29505203029149,-123.1755393697085,45.2923540697085,-123.1782373302915
ChIJRfynz7YGlVQRmNnm25Qmdao,Helvetia Vineyards & Winery,OPERATIONAL,(503) 647-7596,"23269 NW Yungen Rd,  Hillsboro, OR, 97124,  USA",https://maps.google.com/?cid=12282765979509250456,http://www.helvetiawinery.com/,4.6,92.0,23269 NW Yungen Rd, Hillsboro,OR,97124, USA,,Helvetia Vineyards & Winery,30,45.6148532,-122.9167208,45.6159263302915,-122.9153362697085,45.6132283697085,-122.9180342302915
ChIJL-XgA62v6lQRLyLejKbgWxw,Chateau Bianca Winery,OPERATIONAL,(503) 623-6181,"17485 OR-22,  Dallas, OR, 97338,  USA",https://maps.google.com/?cid=2043473861875212847,https://www.chateaubianca.com/,4.6,55.0,17485 OR-22, Dallas,OR,97338, USA,,Chateau Bianca Winery,31,45.0084325,-123.3889832,45.00948313029149,-123.3877760197085,45.00678516970849,-123.3904739802915
ChIJ0X9UQFoXwFQRinOBT3psfNM,Emerson Vineyards,OPERATIONAL,(503) 838-0944,"11665 Airlie Rd,  Monmouth, OR, 97361,  USA",https://maps.google.com/?cid=15239174511690609546,http://www.emersonvineyards.com/,4.7,29.0,11665 Airlie Rd, Monmouth,OR,97361, USA,,Emerson Vineyards,32,44.74311969999999,-123.2692585,44.7443897802915,-123.2679093697085,44.7416918197085,-123.2706073302915
ChIJ0eUuQHhRlVQRARsCNSh7sGQ,Hope Well Vineyard,OPERATIONAL,,"12345 Oak Rd NW,  Salem, OR, 97304,  USA",https://maps.google.com/?cid=7255434412312107777,http://hopewellwine.com/,4.0,4.0,12345 Oak Rd NW, Salem,OR,97304, USA,,Hope Well Vineyard,33,45.0918325,-123.1122459,45.0931811302915,-123.1109228197085,45.09048316970851,-123.1136207802915
ChIJB_EXK28OllQRM1bD3Njjbm8,Cascade Cliffs Winery & Tasting Room,OPERATIONAL,(541) 436-4215,"211 Oak St,  Hood River, OR, 97031,  USA",https://maps.google.com/?cid=8029605706204403251,http://cascadecliffs.com/,4.8,64.0,211 Oak St, Hood River,OR,97031, USA,,Cascade Cliffs Winery,34,45.7087751,-121.512979,45.71016873029149,-121.5115891197085,45.7074707697085,-121.5142870802915
ChIJA1bMEThHlVQROhg2IK1M96g,MonksGate Vineyard,OPERATIONAL,(503) 852-6521,"9500 NE Oak Springs Farm Rd,  Carlton, OR, 97111,  USA",https://maps.google.com/?cid=12175284424072894522,https://www.monksgate.com/,4.9,26.0,9500 NE Oak Springs Farm Rd, Carlton,OR,97111, USA,,MonksGate Vineyard,35,45.2836286,-123.1070852,45.2849943802915,-123.1057007197085,45.2822964197085,-123.1083986802915
ChIJRafqU_BAlVQRTwJ8fNSq-tk,Lange Estate Winery & Vineyards,OPERATIONAL,(503) 538-6476,"18380 NE Buena Vista Dr,  Dundee, OR, 97115,  USA",https://maps.google.com/?cid=15707054480006316623,https://www.langewinery.com/,4.6,81.0,18380 NE Buena Vista Dr, Dundee,OR,97115, USA,,Lange Estate Winery,36,45.295527,-123.042823,45.29687373029149,-123.0414961197085,45.2941757697085,-123.0441940802915
ChIJNziyq8N2z1QRiFY5u5VT9Jw,Stoneriver Vineyards,OPERATIONAL,(541) 631-9583,"2178 Pioneer Rd,  Talent, OR, 97540,  USA",https://maps.google.com/?cid=11309756466790487688,http://stonerivervineyards.com/,4.8,58.0,2178 Pioneer Rd, Talent,OR,97540, USA,,Stoneriver Vineyards,37,42.260736,-122.8341381,42.2617127302915,-122.8327921697085,42.2590147697085,-122.8354901302915
ChIJ7cZV901qlVQR512cTmU2Nik,Chehalem Wines,OPERATIONAL,(503) 537-5553,"31190 NE Veritas Ln,  Newberg, OR, 97132,  USA",https://maps.google.com/?cid=2969620813035888103,https://www.chehalemwines.com/,4.4,13.0,31190 NE Veritas Ln, Newberg,OR,97132, USA,,Chehalem,38,45.313505,-122.9168526,45.3147840302915,-122.9156551197085,45.3120860697085,-122.9183530802915
ChIJg_P1G49MlVQRGBGVd5SC3f4,Yamhill Valley Vineyards,OPERATIONAL,(503) 843-3100,"16250 SW Oldsville Rd,  McMinnville, OR, 97128,  USA",https://maps.google.com/?cid=18364978429659779352,http://yamhill.com/,4.5,59.0,16250 SW Oldsville Rd, McMinnville,OR,97128, USA,,Yamhill Valley Vineyards,39,45.1501488,-123.2880049,45.15154363029149,-123.2864512697085,45.14884566970849,-123.2891492302915
ChIJd78D_eZqlVQRoYf_SKUbpXs,Keleri Vineyard,OPERATIONAL,(503) 476-2548,"28385 NE Bell Rd,  Newberg, OR, 97132,  USA",https://maps.google.com/?cid=8909557834530654113,https://www.kelerivineyard.com/,5.0,1.0,28385 NE Bell Rd, Newberg,OR,97132, USA,,Keleri Vineyard,40,45.33300800000001,-122.946038,45.33380393029151,-122.9446944197085,45.33110596970851,-122.9473923802915
ChIJQXGa_Cim6lQRoD1BfVCUv2g,Beckenridge Vineyard,OPERATIONAL,(971) 888-2264,"300 Reuben Boise Rd,  Dallas, OR, 97338,  USA",https://maps.google.com/?cid=7547914573915962784,http://www.beckenridge.com/,4.8,43.0,300 Reuben Boise Rd, Dallas,OR,97338, USA,,Beckenridge Vineyard,41,44.93537800000001,-123.362837,44.9367865802915,-123.3615099697085,44.93408861970851,-123.3642079302915
ChIJAQAcT5FBolQR0X-6RLStHik,Tulpen Cellars,OPERATIONAL,(509) 386-5887,"3131 S 3rd Ave,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=2962996594615156689,https://tulpencellars.com/,5.0,3.0,3131 S 3rd Ave, Walla Walla,WA,99362, USA,,Tulpen Cellars,42,46.02915509999999,-118.3353139,46.03050358029149,-118.3341818197085,46.0278056197085,-118.3368797802915
ChIJ0aggqXNqolQRK1KnF6q0JYs,Bergevin Lane Vineyards,OPERATIONAL,(509) 876-2959,"70 N Colville St #106,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=10026618788044558891,http://www.bergevinlane.com/,4.8,16.0,70 N Colville St #106, Walla Walla,WA,99362, USA,,Bergevin Lane Vineyards,43,46.0686598,-118.3375825,46.0698430802915,-118.3364164697085,46.0671451197085,-118.3391144302915
ChIJ9xlEJNVfkVQRXrzX3lwndRU,Heymann Whinery (Call For Appointment outside of posted hours)),OPERATIONAL,(360) 748-9675,"731 SW 21st St,  Chehalis, WA, 98532,  USA",https://maps.google.com/?cid=1546185326900788318,http://www.heymannwhinery.com/,4.7,13.0,731 SW 21st St, Chehalis,WA,98532, USA,,Heymann Whinery,44,46.646221,-122.938394,46.6475665302915,-122.9369477197085,46.6448685697085,-122.9396456802915
ChIJFS-qzGUMz1QRNmJrtKO9_pE,Weisinger Family Winery,OPERATIONAL,(541) 488-5989,"3150 Siskiyou Blvd,  Ashland, OR, 97520,  USA",https://maps.google.com/?cid=10520054290388312630,http://weisingers.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=675e9824-c94c-4ee1-aa15-692a34eb210a,4.8,91.0,3150 Siskiyou Blvd, Ashland,OR,97520, USA,,Weisinger Family Winery,45,42.1673999,-122.6589563,42.1690268802915,-122.6571852197085,42.1663289197085,-122.6598831802915
ChIJ6wvtQJlDolQRo3mXMMFK8MU,Alton Wines,OPERATIONAL,(509) 720-7136,"3783 Peppers Bridge Rd,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=14262982213486737827,http://www.altonwines.com/,4.8,34.0,3783 Peppers Bridge Rd, Walla Walla,WA,99362, USA,,,8,46.016914,-118.3830925,46.0182628302915,-118.3819245697085,46.0155648697085,-118.3846225302915
ChIJb41YSLE_lVQRF1Z6xdX1EUA,Trisaetum Winery,OPERATIONAL,(503) 538-9898,"18401 NE Ribbon Ridge Rd,  Newberg, OR, 97132,  USA",https://maps.google.com/?cid=4616741391521437207,https://www.trisaetum.com/,4.7,82.0,18401 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,,Trisaetum Winery,46,45.3497222,-123.0758333,45.35111493029149,-123.0743680697085,45.3484169697085,-123.0770660302915
ChIJYUZE8AI9lVQRTAz6NWyDEk0,Elk Cove Vineyards,OPERATIONAL,(503) 985-7760,"27751 NW Olson Rd,  Gaston, OR, 97119,  USA",https://maps.google.com/?cid=5553645791286529100,http://www.elkcove.com/,4.8,139.0,27751 NW Olson Rd, Gaston,OR,97119, USA,,Elk Cove Vineyards,47,45.4152778,-123.1852778,45.4168141302915,-123.1840325697085,45.41411616970851,-123.1867305302915
ChIJgflueyBBlVQRjvQePp_Yts4,Arterberry Maresh at the Maresh Red Barn,OPERATIONAL,(503) 537-1098,"9325 NE Worden Hill Rd,  Dundee, OR, 97115,  USA",https://maps.google.com/?cid=14895330996028109966,http://www.mareshredbarn.com/,4.9,35.0,9325 NE Worden Hill Rd, Dundee,OR,97115, USA,,Arterberry Maresh,48,45.2780408,-123.0490814,45.28000678029149,-123.0477690197085,45.2773088197085,-123.0504669802915
ChIJdd4A2-g-lVQRZln_CrWkt1A,Lenné Estate,OPERATIONAL,(503) 956-2256,"18760 NE Laughlin Rd,  Yamhill, OR, 97148,  USA",https://maps.google.com/?cid=5816298541252827494,http://www.lenneestate.com/,4.8,47.0,18760 NE Laughlin Rd, Yamhill,OR,97148, USA,,Lenné Estate,49,45.34998009999999,-123.1318028,45.3513622802915,-123.1305101697085,45.3486643197085,-123.1332081302915
ChIJITEeP-RAlVQRXFBixbMv9yE,Torii Mor Winery,OPERATIONAL,(503) 538-2279,"18323 NE Fairview Dr,  Dundee, OR, 97115,  USA",https://maps.google.com/?cid=2447477371656360028,http://www.toriimorwinery.com/,4.6,66.0,18323 NE Fairview Dr, Dundee,OR,97115, USA,,Torii Mor Winery,50,45.28889400000001,-123.046728,45.2902336302915,-123.0459319197085,45.2875356697085,-123.0486298802915
ChIJDyZ86Giv6lQRLqRyDloP0sA,Cynthian Vineyards,OPERATIONAL,(805) 895-5054,"13945 OR-22,  Dallas, OR, 97338,  USA",https://maps.google.com/?cid=13894184679855268910,http://www.cynthianvineyards.com/,5.0,1.0,13945 OR-22, Dallas,OR,97338, USA,,Cynthian Vineyards,51,44.9873729,-123.3165185,44.98870588029149,-123.3152871697085,44.98600791970849,-123.3179851302915
ChIJ4WlwqmlqolQRkTya0vWcIJo,The Walls Vineyards,OPERATIONAL,(509) 876-0200,"1015 W Pine St,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=11106049260709887121,http://www.thewallswines.com/,4.8,44.0,1015 W Pine St, Walla Walla,WA,99362, USA,,The Walls Vineyards,52,46.068416,-118.35605,46.06977473029151,-118.3549126197085,46.06707676970851,-118.3576105802915
ChIJrWcAWigBwFQRpNXuw3xLJok,Chemeketa Cellars,OPERATIONAL,(503) 584-7256,"215 Doaks Ferry Rd NW,  Salem, OR, 97304,  USA",https://maps.google.com/?cid=9882669431546369444,http://www.chemeketacellars.com/,5.0,1.0,215 Doaks Ferry Rd NW, Salem,OR,97304, USA,,Chemeketa Cellars,53,44.93479230000001,-123.1069667,44.93602113029149,-123.1050466697085,44.93332316970849,-123.1077446302915
ChIJHS4R2bRDolQRmcn4y57rjdI,Va Piano Vineyards,OPERATIONAL,(509) 529-0900,"1793 J B George Rd,  Walla Walla, WA, 99362,  USA",https://maps.google.com/?cid=15172041786940508569,http://www.vapianovineyards.com/,4.8,58.0,1793 J B George Rd, Walla Walla,WA,99362, USA,,Va Piano Vineyards,54,46.003999,-118.371124,46.0053481302915,-118.3697831697085,46.0026501697085,-118.3724811302915
ChIJ06YF9-0ZllQRVNyo-yacRsE,Tetrahedron Wines,OPERATIONAL,(509) 774-8323,"301 Johnson Ave,  Lyle, WA, 98635,  USA",https://maps.google.com/?cid=13926990588934675540,http://tetrahedronwines.com/,4.9,19.0,301 Johnson Ave, Lyle,WA,98635, USA,,,8,45.6986621,-121.2840026,45.6999237802915,-121.2827220697085,45.6972258197085,-121.2854200302915
ChIJWZoKZptcolQRivJ_FWLxv-8,XL Vineyard,OPERATIONAL,,"83501 Lower Dry Creek Rd,  Milton-Freewater, OR, 97862,  USA",https://maps.google.com/?cid=17275792099186307722,http://xlvineyard.com/,5.0,1.0,83501 Lower Dry Creek Rd, Milton-Freewater,OR,97862, USA,,XL Vineyard,55,45.9328571,-118.4636716,45.9342060802915,-118.4623226197085,45.9315081197085,-118.4650205802915
